user,location,tweet,Tweet_punct
ClwtrBkAtty,"Clearwater, FL",RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
IsItGreatYetBot,white house basement,@realDonaldTrump @POTUS Is the US great yet?,realDonaldTrump POTUS Is the US great yet
mermaid_garden,,"RT @ICEINTERN: @realDonaldTrump What's wrong with this? #TrumpMeltdown 
So the poll workers can't be trusted, the voting machines can't be…","RT ICEINTERN realDonaldTrump Whats wrong with this TrumpMeltdown 
So the poll workers cant be trusted the voting machines cant be…"
rjb772,Rochester NY ,"@realDonaldTrump if you kept your promise.... Where's the check?, money?, wire transfer?  from Mexico???",realDonaldTrump if you kept your promise Wheres the check money wire transfer  from Mexico
jasoncarey6666,,@realDonaldTrump you lied again today. You lost by millions of votes and incited violence,realDonaldTrump you lied again today You lost by millions of votes and incited violence
gregcezair,,@realDonaldTrump scum just pure scum! You must be impeached and then undergo litigation which involves incarceratio… https://t.co/g7RezMNPft,realDonaldTrump scum just pure scum You must be impeached and then undergo litigation which involves incarceratio… httpstcogRezMNPft
AnnBieb,,@realdonaldtrump. Just a little reminder. He was also a never impeached two term president!! https://t.co/uttdoHoF2i,realdonaldtrump Just a little reminder He was also a never impeached two term president httpstcouttdoHoFi
jive_king,United States,RT @NinaNinadavid3: @realDonaldTrump Read up about Lauren Bobart who is running for Congress here in Colorado that Polis has pulled her res…,RT NinaNinadavid realDonaldTrump Read up about Lauren Bobart who is running for Congress here in Colorado that Polis has pulled her res…
set1958,United States,RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
DavidJo73099120,,@realDonaldTrump stop the steal,realDonaldTrump stop the steal
youtryandfail,,@realDonaldTrump @POTUS How is your new house? #youtryandfail,realDonaldTrump POTUS How is your new house youtryandfail
zippajf,texas,"RT @wagner_rob: @realDonaldTrump This ad has had 850,000 views overnight and just hit 10,800,000 views. Please watch and retweet https://t.…",RT wagnerrob realDonaldTrump This ad has had  views overnight and just hit  views Please watch and retweet httpst…
BrettDa09733794,,"@realDonaldTrump 
God bless you sir. Thank you for all you have done. And continue to do... Of course. Much love.","realDonaldTrump 
God bless you sir Thank you for all you have done And continue to do Of course Much love"
Jigger1974,Fayetteville AR ,@realDonaldTrump you are toast,realDonaldTrump you are toast
reaISteveBannon,"Washington, DC","@realDonaldTrump You’re such an incompetent toadie, I almost wish Obama was back in office.",realDonaldTrump You’re such an incompetent toadie I almost wish Obama was back in office
tooljunkie06,"Houston, Texas","@realdonaldtrump 

We are with you President Trump.","realdonaldtrump 

We are with you President Trump"
DonaldTrumpGOP,"Philadelphia, PA",RT @JudiciarySOS: @realDonaldTrump @VP Get #Mills Real Assistance in #PA @LindseyGrahamSC Rich M. Also Has A Pend. #SSAAppeal https://t.co/…,RT JudiciarySOS realDonaldTrump VP Get Mills Real Assistance in PA LindseyGrahamSC Rich M Also Has A Pend SSAAppeal httpstco…
JayFountain6,,@RealDonaldTrump You big banned fool #Loser #NextStopPrison #SevenDaysLeft,RealDonaldTrump You big banned fool Loser NextStopPrison SevenDaysLeft
juliettetorrez,,"RT @WesSmith123: @realDonaldTrump @senatemajldr Poor little Trump, he’s so depressed because he can’t get anyone to help him with his coup.…",RT WesSmith realDonaldTrump senatemajldr Poor little Trump he’s so depressed because he can’t get anyone to help him with his coup…
annelouiseflyn1,"Guelph, Ontario","RT @TalbertSwan: @realDonaldTrump Let’s be clear, these are not PROTESTERS. They are not PATRIOTS. They are thugs, seditionists, hoodlums,…",RT TalbertSwan realDonaldTrump Let’s be clear these are not PROTESTERS They are not PATRIOTS They are thugs seditionists hoodlums…
annelouiseflyn1,"Guelph, Ontario","RT @TalbertSwan: @realDonaldTrump If these were Black lives matter protesters, you’d be threatening to have them shot, to sic vicious dogs…",RT TalbertSwan realDonaldTrump If these were Black lives matter protesters you’d be threatening to have them shot to sic vicious dogs…
Vakeelindian,Chennai,RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
Sica_2021,,RT @dNoirLor: @realDonaldTrump @JoeBiden #DictatorTrump #DictatorBiden #OrlandoFiguera #Imperialist #BlackLivesMatterNL #BLM  - Strange Fru…,RT dNoirLor realDonaldTrump JoeBiden DictatorTrump DictatorBiden OrlandoFiguera Imperialist BlackLivesMatterNL BLM   Strange Fru…
katwoman55,"West Virginia, USA","RT @katwoman55: @realDonaldTrump I am so sorry for your loss, and I know that it hurts. I am so sad that you are being blamed! I never give…",RT katwoman realDonaldTrump I am so sorry for your loss and I know that it hurts I am so sad that you are being blamed I never give…
PhillyPoliceSOS,"Philadelphia, PA",RT @JudiciarySOS: @realDonaldTrump @VP Get #Mills Real Assistance in #PA @LindseyGrahamSC Rich M. Also Has A Pend. #SSAAppeal https://t.co/…,RT JudiciarySOS realDonaldTrump VP Get Mills Real Assistance in PA LindseyGrahamSC Rich M Also Has A Pend SSAAppeal httpstco…
AfricaA98807345,,@realDonaldTrump @SenateGOP @senatemajldr @SenateDems #Do not overlook the actions of the #Trump Children in organi… https://t.co/g3O1CiZpHT,realDonaldTrump SenateGOP senatemajldr SenateDems Do not overlook the actions of the Trump Children in organi… httpstcogOCiZpHT
sumsumnoodle,San Diego!,"RT @heidi762: @realDonaldTrump, @SenTedCruz, and @HawleyMO should be interrogated for 11+ hours and explain their parts in the 1/6/21 terro…",RT heidi realDonaldTrump SenTedCruz and HawleyMO should be interrogated for  hours and explain their parts in the  terro…
ring486,,@realDonaldTrump root out,realDonaldTrump root out
99freehold,"Brooklyn, NY, USA",RT @AynTrump: @realDonaldTrump Will there even be one? Sleepy stupid #Biden can’t really draw crowds 😂😂 https://t.co/b5431pxKq9,RT AynTrump realDonaldTrump Will there even be one Sleepy stupid Biden can’t really draw crowds 😂😂 httpstcobpxKq
onahunttoday,USA,@RealDonaldTrump It's All On You! https://t.co/PPdqHwIfX9,RealDonaldTrump Its All On You httpstcoPPdqHwIfX
rday_day,ex RAR. 10 IRC.,"RT @SUBRATA30016572: @realDonaldTrump Somebody put this man on Mount Rushmore! Best President ever!!
WE LOVE YOU  ❤

Retweet if you Agree w…","RT SUBRATA realDonaldTrump Somebody put this man on Mount Rushmore Best President ever
WE LOVE YOU  ❤

Retweet if you Agree w…"
JanetFontenot,"Lafayette, LA",@realDonaldTrump We love our president and we continue to pray for him in our country!,realDonaldTrump We love our president and we continue to pray for him in our country
DaniDesmond999,"Saratoga Springs, NY","RT @mikesays: @realDonaldTrump January 21, 2021

I'll make the popcorn. https://t.co/kl9mBGnkFF","RT mikesays realDonaldTrump January  

Ill make the popcorn httpstcoklmBGnkFF"
Starshu,North Carolina,"@realDonaldTrump is a coward who is deathly afraid of going to jail and will do anything, kill anyone to avoid pris… https://t.co/0GyVumYdgT",realDonaldTrump is a coward who is deathly afraid of going to jail and will do anything kill anyone to avoid pris… httpstcoGyVumYdgT
Deadhomeowner1,,@realDonaldTrump should be able to use Twitter he needs to get his word out,realDonaldTrump should be able to use Twitter he needs to get his word out
josemrd,"Valencia, Venezuela",RT @lavern_spicer: @realDonaldTrump You will forever be the winner &amp; the greatest man this country has ever known. We will always be in you…,RT lavernspicer realDonaldTrump You will forever be the winner amp the greatest man this country has ever known We will always be in you…
josemrd,"Valencia, Venezuela",RT @cfink101: @realDonaldTrump Standing with you Mr. President! 🇺🇸 My family &amp; I are Praying for you &amp; believe God will see to it that you…,RT cfink realDonaldTrump Standing with you Mr President 🇺🇸 My family amp I are Praying for you amp believe God will see to it that you…
WirelessCustom2,,"@realDonaldTrump We did not like that you used the words ""Biden administration"" in your speech today. What happened… https://t.co/V1nxWVq82X",realDonaldTrump We did not like that you used the words Biden administration in your speech today What happened… httpstcoVnxWVqX
JayDPayne,denver colorado,@realDonaldTrump @FLOTUS @vp @IvankaTrump @PressSec @gop @senatemajldr @tedcruz @LindseyGrahamSC ALL OF YOU ARE THE… https://t.co/gkcR2ofIoO,realDonaldTrump FLOTUS vp IvankaTrump PressSec gop senatemajldr tedcruz LindseyGrahamSC ALL OF YOU ARE THE… httpstcogkcRofIoO
_gregory01,"New York, USA",RT @ScottPresler: @realDonaldTrump See you all in DC on January 6th at the Capitol @ 10 a.m.,RT ScottPresler realDonaldTrump See you all in DC on January th at the Capitol   am
hexxkitten,The Frozen Wilds of Yorkshire,"@realDonaldTrump It's the FINAL COUNTDOWN...

8 Days left and you still live in your delusional bubble of utter BUL… https://t.co/0NcdcOABo5","realDonaldTrump Its the FINAL COUNTDOWN

 Days left and you still live in your delusional bubble of utter BUL… httpstcoNcdcOABo"
antonioatalaia,"Paris, France",@realDonaldTrump gave 1 star to White House in Airbnb. https://t.co/FTqwAQD9Mh,realDonaldTrump gave  star to White House in Airbnb httpstcoFTqwAQDMh
LightSkinNoodle,,"RT @thelrichard: @realDonaldTrump I truly understand.  I dedicate this to you.
Title:  Archangel Michael Warrior and Protector:  PEACE TO A…","RT thelrichard realDonaldTrump I truly understand  I dedicate this to you
Title  Archangel Michael Warrior and Protector  PEACE TO A…"
OLo6an,,RT @MilanTravnikar: @realDonaldTrump As foreigner i have a question...Why did police shoot at people ? Because of Trump ? Real answers plea…,RT MilanTravnikar realDonaldTrump As foreigner i have a questionWhy did police shoot at people  Because of Trump  Real answers plea…
StoppingOdd,"Toronto, Ontario","@realDonaldTrump @qanon @partoftheplan If the last 2 weeks have all been ""part of the plan""...it was one shitty plan.",realDonaldTrump qanon partoftheplan If the last  weeks have all been part of the planit was one shitty plan
i_mdb_2021,East Of Pch,@realDonaldTrump felt a bit detached what saw,realDonaldTrump felt a bit detached what saw
Dari_Aquida,"Independent Ukraine, Kyiv",RT @mishacollins: @realDonaldTrump Our President is getting aroused talking about using military and national guard against American citize…,RT mishacollins realDonaldTrump Our President is getting aroused talking about using military and national guard against American citize…
HM2099,Gastonia jNC,RT @5sos_Vampsjrt1d: @realDonaldTrump has been re-elected by 73M+ real voters ergo Donald John Trump will continue t be #MAGASTRONG in his…,RT sosVampsjrtd realDonaldTrump has been reelected by M real voters ergo Donald John Trump will continue t be MAGASTRONG in his…
realJoanPeters,"Great Falls, VA",@realDonaldTrump You did a good job. Thank you for your service.,realDonaldTrump You did a good job Thank you for your service
reaISteveBannon,"Washington, DC",@realDonaldTrump I’ll go down in history as the REAL 45th President of the United States.,realDonaldTrump I’ll go down in history as the REAL th President of the United States
ArtemPSG,Brasil,RT @ReesusP: @realDonaldTrump you need to be added to this https://t.co/y5oXjrKNOB,RT ReesusP realDonaldTrump you need to be added to this httpstcoyoXjrKNOB
JayDPayne,denver colorado,@realDonaldTrump @FLOTUS @vp @IvankaTrump @PressSec @gop @senatemajldr @tedcruz @LindseyGrahamSC @DonaldJTrumpJr DO… https://t.co/cQ4OSo9j1k,realDonaldTrump FLOTUS vp IvankaTrump PressSec gop senatemajldr tedcruz LindseyGrahamSC DonaldJTrumpJr DO… httpstcocQOSojk
MLHarrisAuthor,"Tampa, FL","@realdonaldtrump
Sans hair and makeup.
#MAGAIsCancelled https://t.co/PEUBclBMZX","realdonaldtrump
Sans hair and makeup
MAGAIsCancelled httpstcoPEUBclBMZX"
Astartiel,Sector8023 of the 3rd Quadrant,"RT @Astartiel: @realDonaldTrump I WON THE QUEEN-FOR-A-DAY SWEEPSTAKES 
&amp; I WON THE LOTTERY! https://t.co/NEFwE8anTx","RT Astartiel realDonaldTrump I WON THE QUEENFORADAY SWEEPSTAKES 
amp I WON THE LOTTERY httpstcoNEFwEanTx"
ParkeyJennifer,"Hawaiian Paradise Park, HI",@realDonaldTrump is Human Scum. https://t.co/vkKWhKcapK,realDonaldTrump is Human Scum httpstcovkKWhKcapK
Jguerre_880513,,RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
iamVioletdays,,"@realDonaldTrump Censorship. 
Bad news bears man. https://t.co/Rpn9Xizv03","realDonaldTrump Censorship 
Bad news bears man httpstcoRpnXizv"
markfforest,Wisconsin,"@realDonaldTrump and his MAGA idiots need to go, NOW!!!!! @cnn https://t.co/LPf71qm4co",realDonaldTrump and his MAGA idiots need to go NOW cnn httpstcoLPfqmco
_realestdev,DTX,@realdonaldTrump you seen this? https://t.co/XEc9rtZuiH,realdonaldTrump you seen this httpstcoXEcrtZuiH
Melissa66150177,,"RT @Melissa66150177: @realDonaldTrump President Trump Sir., I Love You and Praying for You and Your Family 🙏❤️🇺🇸⚖️🦅",RT Melissa realDonaldTrump President Trump Sir I Love You and Praying for You and Your Family 🙏❤️🇺🇸⚖️🦅
nurseratched68,"Seattle, WA","RT @BigBlueWaveUSA: @realDonaldTrump LOL, keep repeating that. Maybe someday you’ll convince yourself. In the real world, Mueller laid out…",RT BigBlueWaveUSA realDonaldTrump LOL keep repeating that Maybe someday you’ll convince yourself In the real world Mueller laid out…
Melissa66150177,,"RT @Melissa66150177: @realDonaldTrump @jjauthor No matter what the circumstances are you will always be My President Sir., We The People Lo…",RT Melissa realDonaldTrump jjauthor No matter what the circumstances are you will always be My President Sir We The People Lo…
Cornpop131,,"RT @AynRandPaulRyan: @realDonaldTrump I'm gonna tweet this every day until you are impeached. Then, this is where I'd like to see you. #Tru…",RT AynRandPaulRyan realDonaldTrump Im gonna tweet this every day until you are impeached Then this is where Id like to see you Tru…
RAYLISA10607,"shepherdaville, KY","RT @phil200269: @realDonaldTrump We're with you @realDonaldTrump 

#MAGA https://t.co/WGl64pxKIz","RT phil realDonaldTrump Were with you realDonaldTrump 

MAGA httpstcoWGlpxKIz"
ButlerRunner,"Phoenix, AZ","RT @TalbertSwan: @realDonaldTrump You’re a sick, demented, cult leader and a piece of white supremacist trash.",RT TalbertSwan realDonaldTrump You’re a sick demented cult leader and a piece of white supremacist trash
SarinaJan1,,"@realDonaldTrump oh my gosh, you stopped his personal account too?",realDonaldTrump oh my gosh you stopped his personal account too
pthompson15091,"Adairsville, Ga",@realDonaldTrump the Greatest,realDonaldTrump the Greatest
etravis,,"@realDonaldTrump if you ever come back, I wanted you to see this. Your work is done, sir! https://t.co/Jsg6K8Iwlf",realDonaldTrump if you ever come back I wanted you to see this Your work is done sir httpstcoJsgKIwlf
KathyTruesdale1,"Florida, USA","RT @gemluvr257: @realDonaldTrump @senatemajldr @JohnCornyn @SenJohnThune Shut up, silly woman, said the reptile with a grin. You knew damn…",RT gemluvr realDonaldTrump senatemajldr JohnCornyn SenJohnThune Shut up silly woman said the reptile with a grin You knew damn…
Daniel999888999,,RT @Daniel999888999: @realDonaldTrump D I wanted to direct message this to you President Trump. I want to show you how Taiwan is showing su…,RT Daniel realDonaldTrump D I wanted to direct message this to you President Trump I want to show you how Taiwan is showing su…
TerrienLynnette,,@realDonaldTrump GO AWAY!!!,realDonaldTrump GO AWAY
SavvyHuman,U.S. Rocky Mountains/Louisiana,"RT @SavvyHuman: @realDonaldTrump 🙏Most Excellent 🙏🇺🇸❤️🇺🇸🙏
Prayers Daily Mr @POTUS 
🙇‍♀️❤️❤️❤️🇺🇸🇺🇸🇺🇸🇺🇸❤️❤️❤️🙇‍♀️
So very grateful for you &amp;…","RT SavvyHuman realDonaldTrump 🙏Most Excellent 🙏🇺🇸❤️🇺🇸🙏
Prayers Daily Mr POTUS 
🙇‍♀️❤️❤️❤️🇺🇸🇺🇸🇺🇸🇺🇸❤️❤️❤️🙇‍♀️
So very grateful for you amp…"
dennis541380363,,"RT @SavvyHuman: @realDonaldTrump @Lrihendry Thanks Mr @POTUS 
&amp; Welcome Back‼️
🇺🇸🇺🇸🇺🇸❤️❤️❤️❤️🇺🇸🇺🇸🇺🇸
Much #Gratitude to YOU 
Now &amp; Always!!!…","RT SavvyHuman realDonaldTrump Lrihendry Thanks Mr POTUS 
amp Welcome Back‼️
🇺🇸🇺🇸🇺🇸❤️❤️❤️❤️🇺🇸🇺🇸🇺🇸
Much Gratitude to YOU 
Now amp Always…"
kaleidoscopeT0,"Maryland, USA",RT @Gonzy31803619: @realDonaldTrump Trump destroy America again!! He has screwed this country in so many ways it will take years or decades…,RT Gonzy realDonaldTrump Trump destroy America again He has screwed this country in so many ways it will take years or decades…
kaleidoscopeT0,"Maryland, USA","RT @DUFANG10: @realDonaldTrump So many foreigners in the world like American movies, music, idols, electronics and American people because…",RT DUFANG realDonaldTrump So many foreigners in the world like American movies music idols electronics and American people because…
DaichiMrBigCock,Мегуми кыскыс,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,RT BionicleArmy realDonaldTrump Were coming Watch out httpstcoioStlMdGZ
KatWroblewski,USA,"RT @HawaiiDelilah: @realDonaldTrump @RudyGiuliani The ghoul, Giuliani, has covid. Instead of being a hypocrite &amp; wishing him well, I'll rem…",RT HawaiiDelilah realDonaldTrump RudyGiuliani The ghoul Giuliani has covid Instead of being a hypocrite amp wishing him well Ill rem…
1taiwantalk,,"RT @JamesAHeinz1: @realDonaldTrump with regard to violence at MAGA March, sign an Executive Order for nationwide CCW permit and let’s see i…",RT JamesAHeinz realDonaldTrump with regard to violence at MAGA March sign an Executive Order for nationwide CCW permit and let’s see i…
TerryGoode14,"Georgia, USA",@realDonaldTrump you are A trump TURD !,realDonaldTrump you are A trump TURD 
1Sparkyman,"California, USA","RT @HawaiiDelilah: @realDonaldTrump @RudyGiuliani The ghoul, Giuliani, has covid. Instead of being a hypocrite &amp; wishing him well, I'll rem…",RT HawaiiDelilah realDonaldTrump RudyGiuliani The ghoul Giuliani has covid Instead of being a hypocrite amp wishing him well Ill rem…
deathgripsfan89,North Korea,@realdonaldtrump hello mr president tell barron hi he go to my class in school,realdonaldtrump hello mr president tell barron hi he go to my class in school
Robert__Stage,"Ohio, USA","@realdonaldtrump cucked almost the entire Republican Party. And he should have, he has exposed them for the democra… https://t.co/Mpbq6CU0nT",realdonaldtrump cucked almost the entire Republican Party And he should have he has exposed them for the democra… httpstcoMpbqCUnT
AngelaDobbins12,"Illinois, USA",RT @vinod_d007: @realDonaldTrump Hillary Clinton was right! https://t.co/wtUFvqS3XP,RT vinodd realDonaldTrump Hillary Clinton was right httpstcowtUFvqSXP
KatEdmiston,Houston TX ,@realDonaldTrump has now done more to unite REAL AMERICAN PATRIOTS ACROSS THE AISLE BY GIVING THEM A #CommonEnemy :… https://t.co/g5pcIER28c,realDonaldTrump has now done more to unite REAL AMERICAN PATRIOTS ACROSS THE AISLE BY GIVING THEM A CommonEnemy … httpstcogpcIERc
mlrevely,Kentucky,"RT @zunderwhelmed: @realDonaldTrump No, he doesn't!!! 🖕🤨🖕
#StopTheSqueal 
#Resist #WhinyLittleBitch #DonTheCon &amp; ALL #Complicit #SeditiousG…","RT zunderwhelmed realDonaldTrump No he doesnt 🖕🤨🖕
StopTheSqueal 
Resist WhinyLittleBitch DonTheCon amp ALL Complicit SeditiousG…"
joyceekennedy1,"Huntington Beach, California",RT @LindseyGrahamSC: @realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…,RT LindseyGrahamSC realDonaldTrump Any attempt to impeach President Trump would not only be unsuccessful in the Senate but would be a da…
KeepitRealTea,United States,RT @MarciaWhoami713: @realDonaldTrump Your life is going to be fully exposed more than Fire and Fury when Omarosa gets all your secrets out…,RT MarciaWhoami realDonaldTrump Your life is going to be fully exposed more than Fire and Fury when Omarosa gets all your secrets out…
ZaleskiLuke,,"RT @ZaleskiLuke: @realDonaldTrump The thing that gets lost in all the machinations over Trump’s lying, abuses of power, corruption and inco…",RT ZaleskiLuke realDonaldTrump The thing that gets lost in all the machinations over Trump’s lying abuses of power corruption and inco…
KeepitRealTea,United States,"RT @gemluvr257: @realDonaldTrump @DavidManOnFire
Breaking (*From me) - The Saudi's killed Jamal Khashoggi because he was going to tell Amer…","RT gemluvr realDonaldTrump DavidManOnFire
Breaking From me  The Saudis killed Jamal Khashoggi because he was going to tell Amer…"
detroit1701,Michigan,"@realDonaldTrump lolol now all of social media is in on your fictious witch hunt 😂😂🤣
https://t.co/gURJjyehaR","realDonaldTrump lolol now all of social media is in on your fictious witch hunt 😂😂🤣
httpstcogURJjyehaR"
KeepitRealTea,United States,RT @Addicted_2__luv: @realDonaldTrump are you going to tell us about UFOs or no?,RT Addictedluv realDonaldTrump are you going to tell us about UFOs or no
dennis541380363,,"RT @SavvyHuman: @realDonaldTrump 🙏Most Excellent 🙏🇺🇸❤️🇺🇸🙏
Prayers Daily Mr @POTUS 
🙇‍♀️❤️❤️❤️🇺🇸🇺🇸🇺🇸🇺🇸❤️❤️❤️🙇‍♀️
So very grateful for you &amp;…","RT SavvyHuman realDonaldTrump 🙏Most Excellent 🙏🇺🇸❤️🇺🇸🙏
Prayers Daily Mr POTUS 
🙇‍♀️❤️❤️❤️🇺🇸🇺🇸🇺🇸🇺🇸❤️❤️❤️🙇‍♀️
So very grateful for you amp…"
wash_gton,"Oregon, USA",RT @wash_gton: @realDonaldTrump Root is a conservative conspiracy theorist and opinion columnist for Sheldon Adelson's Las Vegas Review-Jou…,RT washgton realDonaldTrump Root is a conservative conspiracy theorist and opinion columnist for Sheldon Adelsons Las Vegas ReviewJou…
poorhonestghost,the cave,"RT @fatfeet42: @realDonaldTrump *has a nocitcably large, round belly* Haha... *burp* No idea mister prezzy! *hic*",RT fatfeet realDonaldTrump has a nocitcably large round belly Haha burp No idea mister prezzy hic
17MDB17,,"RT @SavvyHuman: @realDonaldTrump 🙏Most Excellent 🙏🇺🇸❤️🇺🇸🙏
Prayers Daily Mr @POTUS 
🙇‍♀️❤️❤️❤️🇺🇸🇺🇸🇺🇸🇺🇸❤️❤️❤️🙇‍♀️
So very grateful for you &amp;…","RT SavvyHuman realDonaldTrump 🙏Most Excellent 🙏🇺🇸❤️🇺🇸🙏
Prayers Daily Mr POTUS 
🙇‍♀️❤️❤️❤️🇺🇸🇺🇸🇺🇸🇺🇸❤️❤️❤️🙇‍♀️
So very grateful for you amp…"
SavvyHuman,U.S. Rocky Mountains/Louisiana,"RT @SavvyHuman: @realDonaldTrump @Trump_2020_1 We love ❤️ you, Mr PRESIDENT 
❤️❤️❤️🇺🇸🇺🇸🇺🇸❤️❤️❤️🇺🇸🇺🇸🇺🇸
TYTY ❤️TYTY ❤️🇺🇸🇺🇸🇺🇸🇺🇸🙏
Great Job Sir…","RT SavvyHuman realDonaldTrump Trump We love ❤️ you Mr PRESIDENT 
❤️❤️❤️🇺🇸🇺🇸🇺🇸❤️❤️❤️🇺🇸🇺🇸🇺🇸
TYTY ❤️TYTY ❤️🇺🇸🇺🇸🇺🇸🇺🇸🙏
Great Job Sir…"
SavvyHuman,U.S. Rocky Mountains/Louisiana,"RT @SavvyHuman: @realDonaldTrump @Lrihendry Thanks Mr @POTUS 
&amp; Welcome Back‼️
🇺🇸🇺🇸🇺🇸❤️❤️❤️❤️🇺🇸🇺🇸🇺🇸
Much #Gratitude to YOU 
Now &amp; Always!!!…","RT SavvyHuman realDonaldTrump Lrihendry Thanks Mr POTUS 
amp Welcome Back‼️
🇺🇸🇺🇸🇺🇸❤️❤️❤️❤️🇺🇸🇺🇸🇺🇸
Much Gratitude to YOU 
Now amp Always…"
bamendasheriff1,,RT @bamendasheriff1: @realDonaldTrump @FLOTUS @FBI @CIA @StateDept @USEmbYaounde @FLOTUS44 @POTUS @POTUS44 The Terrorist Cameroun Beti-Ewon…,RT bamendasheriff realDonaldTrump FLOTUS FBI CIA StateDept USEmbYaounde FLOTUS POTUS POTUS The Terrorist Cameroun BetiEwon…
davlyn2032,"Georgia, USA           #MAGA","RT @davlyn2032: @realDonaldTrump when will everyone acknowledge that President Trump was RIGHT, about what you might ask EVERYTHING!",RT davlyn realDonaldTrump when will everyone acknowledge that President Trump was RIGHT about what you might ask EVERYTHING
EvaCrim2,,RT @angiemythen: @realDonaldTrump NO YOU DIDN’T! https://t.co/QZPT6nzvI6,RT angiemythen realDonaldTrump NO YOU DIDN’T httpstcoQZPTnzvI
think_young1,everywhere,"RT @MightyQuinnUSA: @realDonaldTrump #ImpeachTrump:
*Obstruction of justice;
*Abuse of power;
 *Conspiracy to undermine our elections by co…","RT MightyQuinnUSA realDonaldTrump ImpeachTrump
Obstruction of justice
Abuse of power
 Conspiracy to undermine our elections by co…"
LibelTrump,"New York, NY",@RealDonaldTrump refuses to tip anyone who's not white #LibelTrump,RealDonaldTrump refuses to tip anyone whos not white LibelTrump
plckman,,RT @BionicleArmy: @realDonaldTrump We're coming. Watch out. https://t.co/ioStlM3dGZ,RT BionicleArmy realDonaldTrump Were coming Watch out httpstcoioStlMdGZ
sfrates1973,"Georgia, USA","@realDonaldTrump 
#Resign
#25thAmendment 
#Impeachment
Your choice. https://t.co/oPa9CX7LYY","realDonaldTrump 
Resign
thAmendment 
Impeachment
Your choice httpstcooPaCXLYY"
EvaCrim2,,RT @HRHAdeyemiAdams: @realDonaldTrump Is anyone really surprised that Donald Trump is trying to force himself on America after she said no?,RT HRHAdeyemiAdams realDonaldTrump Is anyone really surprised that Donald Trump is trying to force himself on America after she said no
MagicMark9,USA,RT @MagicMark9: @realDonaldTrump @realDonaldTrump is The imminent threat to America #IMPOSTUS #WorstPresidentEver #LiarInChief #Moron #Abus…,RT MagicMark realDonaldTrump realDonaldTrump is The imminent threat to America IMPOSTUS WorstPresidentEver LiarInChief Moron Abus…
Jamesonite,"Earth, Sol System, Milkyway","@realDonaldTrump Twitter feed would be amazing right now. Sad. 

#Impeach","realDonaldTrump Twitter feed would be amazing right now Sad 

Impeach"
SaraWar08437877,,"@realDonaldTrump

Fell for it!
He heard about @JoeBiden roll out plan, and copied it

SCORE!!!  We got what we want… https://t.co/CeLFU7ezAj","realDonaldTrump

Fell for it
He heard about JoeBiden roll out plan and copied it

SCORE  We got what we want… httpstcoCeLFUezAj"
IsItGreatYetBot,white house basement,@realDonaldTrump @POTUS Is the US great again?,realDonaldTrump POTUS Is the US great again
KMS28379862,"Haverhill, MA",@realDonaldTrump  The blood of CPD Brian Sicknick is on your hands.  Doesn’t his blue life matter?,realDonaldTrump  The blood of CPD Brian Sicknick is on your hands  Doesn’t his blue life matter
HastyEthno,"North Carolina, USA","@realDonaldTrump failed the coup like he's failed everything else in his life! #LoserInChief @DonaldJTrumpJr,… https://t.co/4FRI1oqOFT",realDonaldTrump failed the coup like hes failed everything else in his life LoserInChief DonaldJTrumpJr… httpstcoFRIoqOFT
Roel98069328,,@realDonaldTrump alright you poor little baby can't reach out touch no one thank God I hope you and your whole fami… https://t.co/sywsyC68co,realDonaldTrump alright you poor little baby cant reach out touch no one thank God I hope you and your whole fami… httpstcosywsyCco
ArubaJoe2,"Michigan, USA",@realDonaldTrump OH Donnnnnnnny.    Are you watching the impeachment proceedings?  Now you can really hear how much… https://t.co/wDZLezvUiB,realDonaldTrump OH Donnnnnnnny    Are you watching the impeachment proceedings  Now you can really hear how much… httpstcowDZLezvUiB
1804george,1800 ,@realDonaldTrump @potus my friend @KodakBlack1k deserves to be commuted. The system punished him way to hard for a… https://t.co/hHwzt8Br7n,realDonaldTrump potus my friend KodakBlackk deserves to be commuted The system punished him way to hard for a… httpstcohHwztBrn
